id_pedido;id_cliente;nome_cliente;email;telefone;data_pedido;estado;cidade;canal_venda;dispositivo;categoria_produto;produto;quantidade;preco_unitario;desconto_pct;frete;valor_total;forma_pagamento;parcelas;idade_cliente;renda_mensal;tempo_cliente_meses;nivel_fidelidade;id_parceiro;avaliacao;devolvido;cupom_usado;recomprou_90d
PED2026001568;CLI00242;Karen Ramos;karenramos.242@exemplo.com;(71) 99163-5902;05/07/2026;SP;São Paulo;app;MOBILE;Eletrodomésticos;Geladeira;1;4709.25;0;0;4709.25;CARTAO_CREDITO;5;21;1329.47;80;Diamante;PROPRIO;5;1;0;1
PED2026008855;CLI03253;Karen Vieira;karenvieira.3253@exemplo.com;51976610262;2026-04-05;SP;São Paulo;MARKETPLACE;DESKTOP;Informática;Notebook;1;7292.69;0;0;7292.69;PIX;1;33;2178.7;71;Diamante;PARC181;5;0;0;0
PED2026011935;CLI02631;Ursula Dias;ursuladias.2631@exemplo.com;41 97807-4789;2026-05-30;MT;Cuiabá;MARKETPLACE;MOBILE;Eletrodomésticos;Geladeira;3;3309.6;0.05;0;9432.37;CARTAO_CREDITO;3;54;6572.07;15;Ouro;PARC022;5;0;1;1
PED2026005382;CLI01379;João Nunes;joãonunes.1379@exemplo.com;(85) 92632-2031;2026-07-24;MG;Belo Horizonte;APP;MOBILE;Alimentação;Kit Café Especial;1;229.3;0;19.69;248.99;PIX;1;52;12092.88;15;Ouro;PROPRIO;3;0;0;0
PED2026005340;CLI03019;João Silva;joãosilva.3019@exemplo.com;61977878779;2026-02-22;pr;Curitiba;APP;MOBILE;Casa e Decoração;Jogo de Cama;1;396.86;0.2;27.5;344.99;PIX;1;32;2382.61;51;Ouro;PROPRIO;3;0;0;0
PED2026000446;CLI03372;Mariana Almeida;marianaalmeida.3372@exemplo.com;(31) 98489-1528;2026-05-12;MG;Belo Horizonte;APP;MOBILE;Moda e Acessórios;Camiseta;1;191.87;0.15;37.69;200.78;PIX;1;39;4140.75;16;Ouro;PROPRIO;4;0;1;0
PED2026001948;CLI01725;Vinicius Pereira;viniciuspereira.1725@exemplo.com;(85) 97051-9882;2026-04-23;MG;Belo Horizonte;SITE;MOBILE;Eletrônicos;Caixa de Som;1;738.71;0;0;738.71;CARTAO_CREDITO;6;39;2200.32;11;Prata;PROPRIO;5;0;0;1
PED2026008841;CLI02303;Karen Costa;karencosta.2303@exemplo.com;(41) 98145-4761;2026-06-19;SP;São Paulo;SITE;MOBILE;Eletrodomésticos;Geladeira;1;6235.22;0.1;34.47;5646.17;CARTAO_DEBITO;1;20;2143.72;3;Prata;PROPRIO;4;0;1;0
PED2026009785;CLI00750;Ana Costa;anacosta.750@exemplo.com;(21) 96619-2745;2026-03-27;ES;Vitória;SITE;DESKTOP;Eletrodomésticos;Lavadora;1;3120.32;0;0;3120.32;PIX;1;38;3490.62;57;Diamante;PROPRIO;3;0;0;0
PED2026009117;CLI00839;Queila Souza;queilasouza.839@exemplo.com;(47) 90745-9612;2026-08-20;Mato Grosso;Cuiabá;SITE;DESKTOP;TELEFONIA;Fone Bluetooth;1;900;0.1;0;810.0;CARTAO_CREDITO;1;40;4338.65;47;Ouro;PROPRIO;4;0;1;1
PED2026011121;CLI01380;Wesley Costa;wesleycosta.1380@exemplo.com;(11) 96032-4759;06/03/2026;SC;Florianópolis;APP;MOBILE;Cultura;Livro;1;43.08;0.3;26.66;56.81;PIX;1;43;6930.59;79;Diamante;PROPRIO;5;0;0;1
PED2026010436;CLI01000; Felipe Pereira ;felipepereira.1000@exemplo.com;(81) 95379-2282;2026-01-31;PR;Curitiba;MARKETPLACE;DESKTOP;Informática;Notebook;1;7035.2;0.1;0;6331.68;CARTAO CREDITO;1;44;4779.87;25;Ouro;PARC184;4;0;1;0
PED2026002210;CLI00609;Paulo Lima;paulolima.609@exemplo.com;(21) 97216-9826;2026-01-30;CEARA;Fortaleza;SITE;MOBILE;Beleza e Saúde;Kit Skincare;1;252.02;0.15;15.52;229.74;CARTAO_CREDITO;3;70;7724.59;28;Ouro;PROPRIO;4;0;1;0
PED2026002222;CLI02413;Felipe Ferreira;felipeferreira.2413@exemplo.com;(41) 94432-0420;2026-03-23;RS;Porto Alegre;LOJA_FISICA;DESKTOP;Casa e Decoração;Cadeira Escritório;1;553.43;0.05;27.27;553.03;PIX;1;54;2500.82;18;Ouro;PROPRIO;3;0;1;1
PED2026004410;CLI03354;Ana Pereira;anapereira.3354@exemplo.com;(85) 99172-3925;2026-03-08;GO;Goiânia;SITE;MOBILE;Telefonia;Smartwatch;2;1344.69;0.2;42.35;2193.86;CARTAO_CREDITO;1;63;15547.39;44;Ouro;PROPRIO;3;0;0;0
PED2026001092;CLI02297;Yasmin Vieira;yasminvieira.2297@exemplo.com;47962370663;2026-03-28;MINAS GERAIS;Belo Horizonte;Marketplace;MOBILE;Informática;Monitor;1;1605.68;0.1;0;1445.11;CARTAO_CREDITO;12;32;2841.81;82;Diamante;PARC062;4;0;1;1
PED2026004158;CLI02709;Diego Barbosa;diegobarbosa.2709@exemplo.com;(41) 99229-5578;2026-06-29;SP;São Paulo;MARKETPLACE;MOBILE;Informática;Teclado mecânico;1;866.07;0.2;0;692.86;CARTAO_CREDITO;1;47;3407.15;64;Diamante;PARC080;5;0;0;1
PED2026007232;CLI01231;Wesley Ramos;wesleyramos.1231@exemplo.com;(19) 91895-1833;2026-07-19;CE;Fortaleza;SITE;MOBILE;Casa e Decoração;Jogo de Cama;1;159.44;0.05;28.74;180.21;CARTAO_CREDITO;1;40;11728.43;9;Ouro;PROPRIO;4;0;1;0
PED2026007850;CLI00904;Ursula Pereira;ursulapereira.904@exemplo.com;(31) 90548-1929;2026-07-20;RJ; Rio de Janeiro ;MARKET PLACE;DESKTOP;Eletrônicos;Câmera Wi-Fi;4;892.64;0;0;3570.57;PIX;1;58;4956.91;84;Diamante;PARC055;3;0;0;0
PED2026007017;CLI03259;Gabriela Rocha;gabrielarocha.3259@exemplo.com;(47) 91953-6362;2026-03-23;BA;Salvador;App;MOBILE; Informática ;Mouse sem fio;2;281.75;0;0;563.5;CARTAO_CREDITO;6;36;4498.61;11;Ouro;PROPRIO;4;0;0;0
PED2026007134;CLI02237; Ursula Teixeira ;ursulateixeira.2237@exemplo.com;(51) 91654-8375;2026-06-25;SP;São Paulo;APP;MOBILE;Eletrodomésticos;Geladeira;1;4293.35;0.25;0;3220.01;CARTAO_CREDITO;3;45;4066.14;54;Ouro;PROPRIO;4;0;1;0
PED2026004366;CLI00580;Eduarda Martins;eduardamartins.580@exemplo.com;(51) 90303-7210;2026-07-30;espírito santo;Vitória;MARKETPLACE;DESKTOP;Eletrônicos;Smart TV;1;2911.96;0;0;2911.96;PIX;1;44;3639.42;73;Diamante;PARC191;3;0;0;1
PED2026009027;CLI00488;Felipe Nunes;felipenunes.488@exemplo.com;(61) 92493-4906;2026-08-19;MG;Belo Horizonte;APP;MOBILE;eletrodomésticos;Cafeteira;3;650;0.1;33.23;1788.23;CARTAO_DEBITO;1;38;1791.45;15;Prata;PROPRIO;4;0;1;0
PED2026003671;CLI01756;Vinicius Silva;VINICIUSSILVA.1756@EXEMPLO.COM;(11) 90037-3574;2026-03-21;R.J.;Rio de Janeiro;SITE;DESKTOP;Telefonia;Fone Bluetooth;2;231.59;0.05;20.43;460.46;PIX;1;54;11372.55;77;Diamante;PROPRIO;3;0;1;0
PED2026003226;CLI00019;Karen Rocha;karenrocha.19@exemplo.com;61929920093;2026-01-17;SP;São Paulo;LOJA_FISICA;DESKTOP;Moda e Acessórios;Camiseta;2;114.36;0.15;25.69;220.1;CARTAO_CREDITO;10;56;11336.95;48;Diamante;PROPRIO;3;1;1;0
PED2026008186;CLI02915;Karen Santos;karensantos.2915@exemplo.com;31915798046;2026-08-19;MT;Cuiabá;APP;DESKTOP;Eletrodomésticos;Geladeira;2;5592.6;0;26.33;11211.52;CARTAO_CREDITO;6;40;3067.95;76;Diamante;PROPRIO;3;0;0;1
PED2026010772;CLI03071;Karen Costa;karencosta.3071@exemplo.com;(41) 93571-5792;2026-06-25;MG;Belo Horizonte;market place;MOBILE;Eletrodomésticos;Lavadora;1;2385.66;0.05;0;2266.37;PIX;1;54;10758.17;51;Diamante;PARC222;4;0;0;1
PED2026010282;CLI03471;Zeca Oliveira;zecaoliveira.3471@exemplo.com;(11) 92225-9250;2026-02-20;BA;Salvador;APP;MOBILE;Eletrodomésticos;Micro-ondas;1;1019.15;0.1;0;917.23;PIX;1;48;3957.29;10;Ouro;PROPRIO;4;0;1;0
PED2026007842;CLI01392;Mariana Martins;marianamartins.1392@exemplo.com; 51964141138 ;2026-06-05;SP;São Paulo; APP ;DESKTOP;Informática;Teclado mecânico;1;1010.77;0.15;0;859.16;BOLETO;1;27;3407.85;83;Diamante;PROPRIO;3;0;1;0
PED2026003822;CLI00401;Vinicius Nunes;viniciusnunes.401@exemplo.com;61918054506;2026-05-11;CE;Fortaleza;APP;MOBILE;Telefonia;Fone Bluetooth;2;370.11;0.1;0;666.2;CARTAO_CREDITO;6;28;1834.82;45;Diamante;PROPRIO;4;0;0;1
PED2026001112;CLI00266;Carla Teixeira;carlateixeira.266@exemplo.com;(21) 92210-3600;2026-03-16;SP;São Paulo;LOJA_FISICA;MOBILE;Alimentação;Kit Café Especial;2;143.73;0;32.86;320.33;PIX;1;53;13569.03;12;Prata;PROPRIO;4;0;0;0
PED2026000860;CLI02883;Yasmin Pereira;yasminpereira.2883@exemplo.com;(85) 96236-7894;2026-06-22;SP;São Paulo;MARKETPLACE;DESKTOP;Eletrodomésticos;Cafeteira;1;345.47;0;11.79;357.26;CARTAO_CREDITO;12;47;3577.38;44;Diamante;PARC006;4;0;0;1
PED2026011921;CLI02460;Vinicius Gomes;viniciusgomes.2460@exemplo.com;(71) 92467-9398;2026-04-22;MG;Belo Horizonte;SITE;MOBILE; Informática ;SSD;2;1106.19;0;27.5;2239.89;CARTAO_CREDITO;1;33;3365.54;9;Prata;PROPRIO;4;0;0;1
PED2026005652;CLI02557;wesley oliveira;wesleyoliveira.2557@exemplo.com;(71) 91294-9636;2026-07-16;SP;SÃO PAULO;SITE;MOBILE;Esportes;Bola;1;123.19;0;27.69;150.88;PIX;1;24;3621.19;25;Ouro;PROPRIO;4;0;0;1
PED2026009483;CLI01176;Yasmin Barbosa;yasminbarbosa.1176@exemplo.com;(71) 94128-3260;2026-05-14;SP;São Paulo;APP;MOBILE;Moda e Acessórios;Camiseta;2;134.48;0.1;29.73;271.79;CARTAO_CREDITO;3;39;8342.75;2;Prata;PROPRIO;4;0;1;1
PED2026008476;CLI00757;Bruno Lima;brunolima.757@exemplo.com;85 98647-2931;11/03/2026;RJ;Rio de Janeiro;SITE;MOBILE;Casa e Decoração;Cadeira Escritório;1;2161.81;0;0;2161.81;PIX;1;26;5606.64;74;Diamante;PROPRIO;5;0;0;1
PED2026000043;CLI00193;Zeca Ferreira;zecaferreira.193@exemplo.com; 81970256476 ;2026-07-07;RJ;Rio de Janeiro;Aplicativo;MOBILE;Eletrodomésticos;Geladeira;4;7200;0.1;28.95;25948.95;PIX;1;48;3263.01;63;Diamante;PROPRIO;4;0;1;1
PED2026002892;CLI01053;Isabela Lima;isabelalima.1053@exemplo.com;51987338949;2026/08/31; SC ;Florianópolis;SITE;mobile;Beleza e Saúde;Kit Skincare;2;383.62;0;13.43;780.67;cartao debito;1;42;4775.5;17;Ouro;PROPRIO;4;0;0;1
PED2026010933;CLI02088;Yasmin Ferreira;yasminferreira.2088@exemplo.com;(85) 96843-4376;2026-02-02;SP;São Paulo;SITE;MOBILE;Alimentação;Kit Café Especial;1;102.21;0.3;19.63;91.18;CARTAO_DEBITO;1;50;4905.03;77;Diamante;PROPRIO;5;0;1;1
PED2026000021;CLI00051;Wesley Martins;wesleymartins.51@exemplo.com;(19) 92426-4560;2026-03-15;PR;Curitiba;APP;DESKTOP;Eletrônicos;Console;2;5500;0.05;30.48;10480.48;PIX;1;54;3260.17;66;Diamante;PROPRIO;4;0;1;0
PED2026006070;CLI02438;Ursula Lima;ursulalima.2438@exemplo.com;(19) 98796-8619;2026-06-08;RJ;Rio de Janeiro;MARKETPLACE;DESKTOP;Eletrodomésticos;Geladeira;1;3176.11;0.15;0;2699.7;PIX;1;36;4545.99;7;Prata;PARC256;4;0;1;0
PED2026000854;CLI00704;Paulo Almeida;pauloalmeida.704@exemplo.com;19949718535;2026-05-08;SP;São Paulo;MARKETPLACE;MOBILE;Informática;Monitor;1;2329.1;0;0;2329.1;CARTAO_CREDITO;6;36;7061.47;58;Diamante;PARC125;5;0;0;0
PED2026007508;CLI00069;Mariana Almeida;marianaalmeida.69@exemplo.com;+55 61 95842-4973;2026-08-24;SP;São Paulo;APP;DESKTOP;Eletrodomésticos;Lavadora;1;2455.85;0.05;0;2333.05;PIX;1;38;3302.33;35;Diamante;PROPRIO;4;0;1;1
PED2026007007;CLI00480;Zeca Souza;zecasouza.480@exemplo.com;(21) 95548-6397;2026-07-02;MG;Belo Horizonte;APP;DESKTOP;Eletrodomésticos;Cafeteira;2;426.32;0.05;0;810.01;BOLETO;1;27;1737.98;17;Prata;PROPRIO;4;0;1;1
PED2026009651;CLI01361;Lucas Dias;lucasdias.1361@exemplo.com;+55 21 94972-8209;2026-03-23;ES; Vitória ;APP;DESKTOP;Moda e Acessórios;Camiseta;1;156.45;0.15;26.33;159.32;CARTAO_DEBITO;1;31;4620.6;26;Ouro;PROPRIO;5;0;1;1
PED2026006046;CLI00586;wesley oliveira;wesleyoliveira.586@exemplo.com;(31) 98454-0531;2026-02-27;RS;Porto Alegre;MARKETPLACE;MOBILE;Eletrodomésticos;Lavadora;1;2299.46;0;20.21;2319.67;CARTAO_CREDITO;5;66;4654.32;23;Ouro;PARC231;4;0;0;0
PED2026005126;CLI01968;Olivia Lima;olivialima.1968@exemplo.com;(85) 93809-6031;2026-03-19;RJ;Rio de Janeiro;MARKETPLACE;desktop;Beleza e Saúde;Kit Skincare;2;600;0;0;1200;CARTAO_CREDITO;6;28;3930.51;34;Diamante;PARC038;4;0;0;1
PED2026003319;CLI02407;Queila Gomes;queilagomes.2407@exemplo.com;81931691642;29-05-2026;CE;Fortaleza;SITE;DESKTOP;Telefonia;Smartphone;1;3775.19;0;0;3775.19;CARTAO_CREDITO;1;49;3436.34;56;Diamante;PROPRIO;3;0;0;0
PED2026001854;CLI01207;Rafael Vieira;rafaelvieira.1207@exemplo.com;(81) 92842-9872;2026-07-01;SC;Florianópolis;SITE;DESKTOP;Informática;Mouse sem fio;1;105.81;0;16.31;122.12;CARTAO_DEBITO;1;51;8183.73;30;Ouro;PROPRIO;5;0;0;0
PED2026006537;CLI02755;Carla Almeida;carlaalmeida.2755@exemplo.com;(19) 93367-6363;2026-01-02;SP;São Paulo;SITE;DESKTOP;Eletrodomésticos;Lavadora;1;4800;0;0;4800;PIX;1;40;3156.92;37;Ouro;PROPRIO;5;0;0;0
PED2026007122;CLI00976;Bruno Pereira;brunopereira.976@exemplo.com;+55 31 99836-9399;2026-01-08;SANTA CATARINA;Florianópolis;APP;MOBILE;Casa e Decoração;Luminária;1;90.23;0.15;14.65;91.35;CARTAO_CREDITO;1;35;1338.58;3;Prata;PROPRIO;4;0;1;0
PED2026008936;CLI00034;Thiago Dias;thiagodias.34@exemplo.com;(71) 98696-8287;2026-02-13;RN;Natal;MARKETPLACE;MOBILE;Informática;Notebook;1;7820.6;0.1;0;7038.54;CARTAO_DEBITO;1;50;5153.19;27;Ouro;PARC027;4;0;1;0
PED2026003703;CLI03260; Vinicius Teixeira ;viniciusteixeira.3260@exemplo.com;(11) 93930-7123;2026-01-20;PA; Belém ;APP;MOBILE;Beleza e Saúde;Secador;1;373.16;0;35.16;408.32;PIX;1;54;4641.05;51;Diamante;PROPRIO;4;0;0;1
PED2026006730;CLI01017;Karen Gomes;karengomes.1017@exemplo.com;+55 85 90641-0612;2026-01-10;Bahia;Salvador;LOJA_FISICA;desktop;Casa e Decoração;Luminária;1;282.07;0.2;23.09;248.75;Boleto;1;36;2099.73;5;Ouro;PROPRIO;5;0;1;0
PED2026003490;CLI00455;Diego Gomes;diegogomes.455@exemplo.com;(51) 95389-4275;2026-05-23;RS;Porto Alegre;SITE;mobile;Eletrodomésticos;Cafeteira;1;650;0.15;31.11;583.61;PIX;1;38;1508.43;60;Diamante;PROPRIO;3;0;0;0
PED2026003557;CLI01993;Vinicius Ramos;viniciusramos.1993@exemplo.com;(21) 96075-2849;14-07-2026;SP;São Paulo;LOJA_FISICA;MOBILE;Informática;Teclado mecânico;2;674.27;0.2;30.94;1109.78;PIX;1;27;2551.99;62;Diamante;PROPRIO;5;0;1;1
PED2026000430;CLI00222;Vinicius Silva;viniciussilva.222@exemplo.com;41926340813;2026-03-09;DF;Brasília;APP;DESKTOP;Telefonia;Fone Bluetooth;1;443.3;0.05;20.19;441.32;PIX;1;43;3095.69;60;Diamante;PROPRIO;4;0;0;1
PED2026000042;CLI00255;João Ferreira; joãoferreira.255@exemplo.com ;(41) 95541-2910;2026-01-07;MG;Belo Horizonte;MARKETPLACE;MOBILE;Moda e Acessórios;Tênis;1;516.01;0.25;31.95;418.96;PIX;1;29;4956.69;29;Ouro;PARC187;5;0;1;0
PED2026010661;CLI03153;Wesley Teixeira;wesleyteixeira.3153@exemplo.com;+55 61 98495-2122;2026-04-05;SP;São Paulo;app;MOBILE;Beleza e Saúde;Escova Elétrica;1;294.71;0.1;7.37;272.61;PIX;1;51;3911.07;68;Diamante;PROPRIO;3;0;1;0
PED2026010200;CLI03577;Thiago Ramos;thiagoramos.3577@exemplo.com;+55 51 94603-9879;2026-04-22;SP;São Paulo;MARKETPLACE;MOBILE;Telefonia;Fone Bluetooth;2;383.19;0;0;766.38;PIX;1;42;4121.87;13;Ouro;PARC151;3;0;0;0
PED2026007110;CLI01404;Wesley Souza;wesleysouza.1404@exemplo.com;(19) 97440-5831;2026-08-21;SP;SÃO PAULO;APP;MOBILE;Beleza e Saúde;Escova Elétrica;1;227.29;0.1;0;204.56;CARTAO_CREDITO;1;51;4322.5;77;Diamante;PROPRIO;5;0;0;0
PED2026006616;CLI02115;Ursula Souza;ursulasouza.2115@exemplo.com;(41) 98001-2868;2026-07-06;SP;São Paulo;APP;DESKTOP;Informática;Mouse sem fio;3;224.57;0.1;0;606.35;CARTAO_CREDITO;2;33;1357.48;43;Ouro;PROPRIO;4;0;0;1
PED2026011499;CLI01958;Ursula Silva;ursulasilva.1958@exemplo.com;41955753153;2026-04-06;SP;São Paulo;APP;MOBILE;Beleza e Saude;Kit Skincare;1;291.37;0.1;6.4;268.64;CARTAO_DEBITO;1;44;2687.07;38;Ouro;PROPRIO;5;0;1;1
PED2026010260;CLI00131;Karen Ferreira;KARENFERREIRA.131@EXEMPLO.COM;(11) 92935-8330;2026-01-25;SC;Florianópolis;LOJA_FISICA;MOBILE;Eletrodomésticos;Geladeira;1;7200;0.05;0;6840.0;PIX;1;46;1826.93;35;Ouro;PROPRIO;4;0;1;1
PED2026003318;CLI01505;Nicolas Teixeira;nicolasteixeira.1505@exemplo.com;61 99354-4964;2026-07-26;SP;São Paulo;APP;MOBILE;Informática;Teclado mecânico;1;550.45;0.1;0;495.4;PIX;1;47;3892.06;2;Prata;PROPRIO;5;0;1;1
PED2026011257;CLI01844;João Silva;joãosilva.1844@exemplo.com;(81) 91095-2950;2026-05-07;TO;Palmas;APP;DESKTOP;Telefonia;Carregador USB-C;2;76.46;0;35.29;188.22;PIX;1;31;2506.25;33;Ouro;PROPRIO;4;0;0;1
PED2026011870;CLI02140;Isa bela Almeida;isabelaalmeida.2140@exemplo.com;85913965462;2026-08-16;SP;São Paulo;APP;MOBILE;Alimentação;Suplemento Alimentar;1;156.42;0;18.97;175.39;PIX;1;28;11524.19;61;Diamante;PROPRIO;5;0;0;1
PED2026005132;CLI02643;Karen Oliveira;karenoliveira.2643@exemplo.com;+55 11 94915-5707;2026-04-07;SP;São Paulo;SITE;MOBILE;Eletrodomésticos;Micro-ondas;4;532.76;0.15;24.65;1836.02;CARTAO_CREDITO;6;33;2313.37;12;Prata;PROPRIO;4;0;0;0
PED2026000145;CLI01812;Isabela Teixeira;isabelateixeira.1812@exemplo.com;(11) 99188-8783;2026-01-20;SP;SÃO PAULO;APP;MOBILE;Eletrodomésticos;Cafeteira;1;397.78;0;9.66;407.44; BOLETO ;1;33;3201.41;67;Diamante;PROPRIO;4;0;0;1
PED2026011165;CLI00936;Karen Santos;karensantos.936@exemplo.com; 41974213285 ;2026-03-28;MS;Campo Grande;MARKETPLACE;MOBILE;Eletrônicos;Câmera Wi-Fi;1;268.0;0;29.63;297.63;PIX;1;42;6215.31;3;Prata;PARC085;4;0;0;0
PED2026006317;CLI00917;Diego Teixeira;diegoteixeira.917@exemplo.com;+55 51 93814-8624;2026-02-13;SP;São Paulo;MARKETPLACE;MOBILE;Eletrônicos;Câmera Wi-Fi;1;575.63;0;38.11;613.74;CARTAO_DEBITO;1;35;4067.85;30;Ouro;PARC125;4;0;0;0
PED2026011412;CLI01261;Wesley Souza;wesleysouza.1261@exemplo.com;(85) 97068-1478;2026-07-28;MG;Belo Horizonte;MARKETPLACE;MOBILE;Telefonia;Smartwatch;1;1529.09;0;0;1529.09;PIX;1;40;2001.76;43;Diamante;PARC120;5;0;0;1
PED2026011166;CLI03383;Isabela Martins;isabelamartins.3383@exemplo.com;85 98043-0938;2026-02-11;minas gerais;Belo Horizonte;SITE;TABLET;Beleza e Saúde;Perfume;3;322.08;0;0;966.25;Débito;1;54;4339.8;35;Ouro;PROPRIO;4;0;0;1
PED2026008691;CLI02438;Ursula Lima;ursulalima.2438@exemplo.com;19987968619;2026-05-15;RJ;Rio de Janeiro;MARKETPLACE;MOBILE;Casa e Decoracao;Jogo de Cama;2;187.55;0.3;5.57;268.14;cartao credito;5;36;4545.99;7;Prata;PARC221;4;0;1;0
PED2026009931;CLI03197;Thiago Santos;thiagosantos.3197@exemplo.com;(81) 93059-2275;2026-01-18;MG;Belo Horizonte;APP;TABLET;Eletrônicos;Smart TV;1;4383.14;0.1;0;3944.83;PIX;1;53;9460.41;41;Ouro;PROPRIO;5;0;1;0
PED2026002199;CLI01465;Wesley Ramos;wesleyramos.1465@exemplo.com;(19) 92300-0295;20-01-2026;CE;Fortaleza;APP;DESKTOP;Beleza e Saúde;Escova Elétrica;1;368.66;0.15;33.67;347.04;PIX;1;58;3150.77;36;Ouro;PROPRIO;4;0;1;1
PED2026005686;CLI01008;Isabela Rocha;isabelarocha.1008@exemplo.com;(21) 99618-1618;2026-05-04;SP;São Paulo;SITE;DESKTOP;Alimentação;Kit Café Especial;1;55;0;22.8;77.8;PIX;1;36;4886.01;16;Ouro;PROPRIO;3;0;0;1
PED2026010110;CLI00052;Bruno Barbosa;brunobarbosa.52@exemplo.com;(85) 98228-3668;2026-05-20;SP;São Paulo;APP;MOBILE;Moda e Acessórios;Camiseta;1;65.13;0;42.66;107.79;PIX;1;38;4098.45;40;Diamante;PROPRIO;4;0;0;0
PED2026000147;CLI02489;Gabriela Lima;gabrielalima.2489@exemplo.com;(71) 96646-8050;2026-01-17;SP;São Paulo;MARKETPLACE;MOBILE;Casa e Decoração;Luminária;1;350;0.25;0.84;263.34;PIX;1;43;4208.86;2;Prata;PARC139;4;0;1;0
PED2026006440;CLI03228;Lucas Ferreira;lucasferreira.3228@exemplo.com;(71) 94454-5619;2026-02-13;BA;Salvador;APP;desktop;Eletrodomésticos;Air Fryer;2;900;0;4.74;1804.74;CARTAO_CREDITO;1;19;2239.64;15;Ouro;PROPRIO;4;0;0;0
PED2026005177;CLI00099;Paulo Almeida;pauloalmeida.99@exemplo.com;(61) 92423-3982;2026/01/25;PR;Curitiba;APP;MOBILE;Jogos;Headset Gamer;1;632.17;0;6.61;638.78;PIX;1;46;3283.32;41;Ouro;PROPRIO;5;0;0;1
PED2026006356;CLI00244;Eduarda Dias;eduardadias.244@exemplo.com;(11) 94470-4958;2026-03-24;ESPIRITO SANTO;Vitória;SITE;DESKTOP;Cultura;Instrumento Musical;1;706.26;0.1;0;635.63; PIX ;1;42;10675.14;12;Ouro;PROPRIO;4;0;1;0
PED2026002105;CLI03487;Queila Silva;queilasilva.3487@exemplo.com;(51) 92303-6840;2026-08-11;PR;Curitiba;MARKETPLACE;DESKTOP;Eletrodomésticos;Micro-ondas;1;1235.88;0.1;0;1112.29;CARTAO_CREDITO;5;40;4045.55;80;Diamante;PARC133;5;0;0;0
PED2026006403;CLI02851;Zeca Gomes;zecagomes.2851@exemplo.com;(11) 98008-3799;2026-02-19;GO;Goiânia;APP;MOBILE;Telefonia;Carregador USB-C;2;180;0.15;8.28;314.28;CARTAO_CREDITO;2;24;2747.45;15;Prata;PROPRIO;;0;1;0
PED2026005441;CLI00289;Paulo Ramos;pauloramos.289@exemplo.com;(11) 93402-6044;2026-08-09;SP;São Paulo;APP;MOBILE;eletrônicos;Caixa de Som;1;1210.74;0.1;0;1089.67;CARTAO_DEBITO;1;29;4652.47;76;Diamante;PROPRIO;4;1;1;0
PED2026006323;CLI00092;Henrique Ferreira;henriqueferreira.92@exemplo.com;(31) 90432-5592;2026-08-15;Rio de Janeiro; Rio de Janeiro ;MARKETPLACE;DESKTOP;Telefonia;Smartphone;1;3669.5;0.3;0;2568.65;CARTAO_CREDITO;1;56;3333.27;13;Ouro;PARC187;4;0;1;1
PED2026010016;CLI02402;Felipe Almeida;felipealmeida.2402@exemplo.com;71934257516;2026-07-31;PR;Curitiba;APP;MOBILE;Casa e Decoração;Luminária;1;251.52;0.15;18.84;232.63;CARTAO_CREDITO;5;52;2861.85;21;Prata;PROPRIO;5;0;1;0
PED2026000398;CLI02220;Zeca Martins;zecamartins.2220@exemplo.com;(21) 99554-7211;2026-03-03;CE;Fortaleza;MARKETPLACE;DESKTOP;Informática;SSD;2;918.15;0;21.0;1857.31;PIX;1;21;1922.5;4;Prata;PARC048;4;0;0;0
PED2026010682;CLI01597;Vinicius Pereira;viniciuspereira.1597@exemplo.com;+55 41 98032-4230;2026-03-11;ESPÍRITO SANTO;Vitória;MARKETPLACE;MOBILE;Casa e Decoração;Organizador;4;77.48;0.1;29.4;308.32;CARTAO_CREDITO;2;45;3661.78;49;Diamante;PARC217;4;0;0;1
PED2026003822;CLI00401;Vinicius Nunes;viniciusnunes.401@exemplo.com;61918054506;2026-05-11;CE;Fortaleza;APP;MOBILE;Telefonia;Fone Bluetooth;2;370.11;0.1;0;666.2;CARTAO_CREDITO;6;28;1834.82;45;Diamante;PROPRIO;4;0;0;1
PED2026006731;CLI02041;Bruno Martins;brunomartins.2041@exemplo.com;+55 31 97578-4878;23-04-2026;BA;Salvador;SITE;DESKTOP;Alimentação;Suplemento Alimentar;1;176.38;0;24.25;200.63;cartao credito;1;27;2029.53;13;Prata;PROPRIO;4;0;0;0
PED2026010247;CLI02059;Bruno Oliveira;brunooliveira.2059@exemplo.com;(41) 99830-8044;2026-05-21;SP;São Paulo;MARKETPLACE;TABLET;Informática;Teclado mecânico;1;742.74;0.05;32.51;738.11;PIX;1;36;1200;23;Ouro;PARC126;4;0;0;1
PED2026004345;CLI00887;Sofia Teixeira; sofiateixeira.887@exemplo.com ;51 95054-6013;2026-06-13;SP;São Paulo;APP;DESKTOP;Casa e Decoração;Cadeira Escritório;1;653.07;0.2;0;522.45;PIX;1;54;7809.19;75;Diamante;PROPRIO;5;0;0;0
PED2026010453;CLI02115;Ursula Souza;ursulasouza.2115@exemplo.com;(41) 98001-2868;2026-03-05;SP;São Paulo;APP;DESKTOP;Eletrodomésticos;Air Fryer;1;600.23;0;0;600.23;PIX;1;33;1357.48;43;Ouro;PROPRIO;3;0;0;1
